CHILDCODE	LANDIDR5	TOTLNDR5	LUPLTAR5	PLTUSAR5	PRIRRR5	TOTINDR5	LUPLTNR5	USEINDR5
180002	2	0	 	 	 	0	 	 
180002	3	0	 	 	 	0	 	 
180002	4	0	 	 	 	 	 	 
180002	5	0	 	 	 	0	 	 
180003	1	2.5	4	5	5	500	17	3
180003	2	0	 	 	 	0	 	 
180003	3	0	 	 	 	0	 	 
180003	4	0	 	 	 	 	 	 
180003	5	0	 	 	 	0	 	 
180004	1	2	4	5	5	2500	17	3
180004	2	0	 	 	 	0	 	 
180004	3	0	 	 	 	0	 	 
180004	4	0	 	 	 	 	 	 
180004	5	0	 	 	 	0	 	 
180005	1	4	4	5	5	500	17	1
180005	2	0	 	 	 	0	 	 
180005	3	0	 	 	 	0	 	 
180005	4	2	4	5	5	 	 	 
180005	5	0	 	 	 	0	 	 
180006	1	2.25	4	5	5	400	17	3
180006	2	0	 	 	 	0	 	 
180006	3	0	 	 	 	0	 	 
180006	4	0	 	 	 	 	 	 
180006	5	0	 	 	 	0	 	 
180007	1	2	4	5	5	400	17	3
180007	2	0	 	 	 	0	 	 
180007	3	0	 	 	 	0	 	 
180007	4	0	 	 	 	 	 	 
180007	5	0	 	 	 	0	 	 
180008	1	2	4	10	5	0	 	 
180008	2	0	 	 	 	0	 	 
180008	3	0	 	 	 	180	17	2
180008	4	0	 	 	 	 	 	 
180008	5	0	 	 	 	0	 	 
180009	1	1	4	5	5	400	17	3
180009	2	0	 	 	 	0	 	 
180009	3	0	 	 	 	0	 	 
180009	4	1	4	5	5	 	 	 
180009	5	0	 	 	 	0	 	 
180010	1	.25	4	5	5	400	17	2
180010	2	0	 	 	 	0	 	 
180010	3	0	 	 	 	0	 	 
180010	4	1	4	5	5	 	 	 
180010	5	0	 	 	 	0	 	 
180011	1	3	4	5	5	500	17	3
180011	2	0	 	 	 	0	 	 
180011	3	0	 	 	 	0	 	 
180011	4	0	 	 	 	 	 	 
180011	5	0	 	 	 	0	 	 
180012	1	2	4	5	1	1250	17	3
180012	2	0	 	 	 	0	 	 
180012	3	0	 	 	 	0	 	 
180012	4	0	 	 	 	 	 	 
180012	5	0	 	 	 	0	 	 
180013	1	4	4	5	1	1	4	2
180013	2	0	 	 	 	0	 	 
180013	3	0	 	 	 	0	 	 
180013	4	0	 	 	 	 	 	 
180013	5	0	 	 	 	0	 	 
180014	1	1	4	5	5	300	17	3
180014	2	0	 	 	 	0	 	 
180014	3	0	 	 	 	0	 	 
180014	4	0	 	 	 	 	 	 
180014	5	0	 	 	 	0	 	 
180015	1	2	4	5	5	600	4	3
180015	2	0	 	 	 	0	 	 
180015	3	0	 	 	 	0	 	 
180015	4	0	 	 	 	 	 	 
180015	5	0	 	 	 	0	 	 
180016	1	2	4	5	5	400	17	2
180016	2	0	 	 	 	0	 	 
180016	3	0	 	 	 	0	 	 
180016	4	0	 	 	 	 	 	 
180016	5	0	 	 	 	0	 	 
180017	1	 	 	 	 	0	 	 
180017	2	 	 	 	 	20	17	1
180017	3	 	 	 	 	0	 	 
180017	4	 	 	 	 	 	 	 
180017	5	 	 	 	 	0	 	 
180018	1	3.5	4	5	5	50	17	1
180018	2	0	 	 	 	0	 	 
180018	3	0	 	 	 	0	 	 
180018	4	0	 	 	 	 	 	 
180018	5	0	 	 	 	0	 	 
180019	1	2	4	5	5	1	4	3
180019	2	0	 	 	 	0	 	 
180019	3	0	 	 	 	0	 	 
180019	4	0	 	 	 	 	 	 
180019	5	0	 	 	 	0	 	 
180020	1	2.5	4	5	5	250	17	3
180020	2	0	 	 	 	0	 	 
180020	3	0	 	 	 	0	 	 
180020	4	0	 	 	 	 	 	 
180020	5	0	 	 	 	0	 	 
180022	1	2	4	5	5	500	17	3
180022	2	0	 	 	 	0	 	 
180022	3	0	 	 	 	0	 	 
180022	4	0	 	 	 	 	 	 
180022	5	0	 	 	 	0	 	 
180023	1	 	 	 	 	0	 	 
180023	2	 	 	 	 	36	17	1
180023	3	 	 	 	 	0	 	 
180023	4	 	 	 	 	 	 	 
180023	5	 	 	 	 	0	 	 
180024	1	1.5	4	5	5	1200	17	3
180024	2	0	 	 	 	0	 	 
180024	3	0	 	 	 	0	 	 
180024	4	0	 	 	 	 	 	 
180024	5	1000	17	6	5	0	 	 
180025	1	0	 	 	 	500	17	3
180025	2	0	 	 	 	0	 	 
180025	3	0	 	 	 	0	 	 
180025	4	2	4	5	5	 	 	 
180025	5	0	 	 	 	0	 	 
180026	1	2	4	5	5	1	4	3
180026	2	1	4	5	5	0	 	 
180026	3	0	 	 	 	0	 	 
180026	4	0	 	 	 	 	 	 
180026	5	0	 	 	 	0	 	 
180027	1	2.11999988555908	4	5	5	2500	17	3
180027	2	0	 	 	 	0	 	 
180027	3	0	 	 	 	0	 	 
180027	4	0	 	 	 	 	 	 
180027	5	0	 	 	 	0	 	 
180028	1	1	4	5	5	400	17	3
180028	2	0	 	 	 	0	 	 
180028	3	0	 	 	 	0	 	 
180028	4	2	4	5	5	 	 	 
180028	5	0	 	 	 	0	 	 
180029	1	3	4	5	1	600	17	3
180029	2	0	 	 	 	0	 	 
180029	3	0	 	 	 	0	 	 
180029	4	1	4	11	5	 	 	 
180029	5	0	 	 	 	0	 	 
180031	1	1.5	4	5	5	1200	17	3
180031	2	0	 	 	 	0	 	 
180031	3	0	 	 	 	0	 	 
180031	4	0	 	 	 	 	 	 
180031	5	0	 	 	 	0	 	 
180032	1	1	4	5	5	400	17	3
180032	2	0	 	 	 	0	 	 
180032	3	0	 	 	 	0	 	 
180032	4	0	 	 	 	 	 	 
180032	5	0	 	 	 	0	 	 
180033	1	2	4	5	5	300	17	2
180033	2	0	 	 	 	0	 	 
180033	3	0	 	 	 	0	 	 
180033	4	0	 	 	 	 	 	 
180033	5	0	 	 	 	0	 	 
180034	1	.25	4	5	5	200	17	1
180034	2	0	 	 	 	0	 	 
180034	3	0	 	 	 	0	 	 
180034	4	0	 	 	 	 	 	 
180034	5	0	 	 	 	0	 	 
180035	1	2.5	4	5	5	600	17	3
180035	2	0	 	 	 	0	 	 
180035	3	0	 	 	 	0	 	 
180035	4	0	 	 	 	 	 	 
180035	5	0	 	 	 	0	 	 
180036	1	2	4	5	5	400	17	1
180036	2	0	 	 	 	0	 	 
180036	3	0	 	 	 	0	 	 
180036	4	0	 	 	 	 	 	 
180036	5	0	 	 	 	0	 	 
180037	1	1.5	4	5	5	500	17	3
180037	2	0	 	 	 	0	 	 
180037	3	0	 	 	 	0	 	 
180037	4	.5	4	11	5	 	 	 
180037	5	0	 	 	 	0	 	 
180038	1	 	 	 	 	0	 	 
180038	2	 	 	 	 	0	 	 
180038	3	 	 	 	 	175	17	1
180038	4	 	 	 	 	 	 	 
180038	5	 	 	 	 	0	 	 
180039	1	5	4	5	5	550	17	3
180039	2	0	 	 	 	0	 	 
180039	3	0	 	 	 	0	 	 
180039	4	2	4	5	5	 	 	 
180039	5	0	 	 	 	0	 	 
180040	1	5	4	5	5	600	17	3
180040	2	0	 	 	 	0	 	 
180040	3	0	 	 	 	0	 	 
180040	4	0	 	 	 	 	 	 
180040	5	0	 	 	 	0	 	 
180041	1	2.38000011444092	4	5	5	2.5	4	3
180041	2	0	 	 	 	0	 	 
180041	3	0	 	 	 	0	 	 
180041	4	0	 	 	 	 	 	 
180041	5	0	 	 	 	0	 	 
180042	1	3	4	5	5	500	17	3
180042	2	0	 	 	 	0	 	 
180042	3	0	 	 	 	0	 	 
180042	4	1	4	5	5	 	 	 
180042	5	0	 	 	 	0	 	 
180043	1	.5	4	5	5	300	17	3
180043	2	0	 	 	 	0	 	 
180043	3	0	 	 	 	9	17	1
180043	4	0	 	 	 	 	 	 
180043	5	0	 	 	 	0	 	 
180044	1	3.63000011444092	4	5	5	625	17	3
180044	2	0	 	 	 	0	 	 
180044	3	0	 	 	 	0	 	 
180044	4	0	 	 	 	 	 	 
180044	5	0	 	 	 	0	 	 
180045	1	3.25	4	5	1	1000	17	3
180045	2	0	 	 	 	0	 	 
180045	3	0	 	 	 	0	 	 
180045	4	.5	4	5	5	 	 	 
180045	5	0	 	 	 	0	 	 
180046	1	4	4	5	5	600	17	3
180046	2	0	 	 	 	0	 	 
180046	3	0	 	 	 	0	 	 
180046	4	0	 	 	 	 	 	 
180046	5	0	 	 	 	0	 	 
180047	1	3.5	4	5	1	400	17	3
180047	2	0	 	 	 	0	 	 
180047	3	0	 	 	 	0	 	 
180047	4	0	 	 	 	 	 	 
180047	5	0	 	 	 	0	 	 
180048	1	 	 	 	 	0	 	 
180048	2	 	 	 	 	0	 	 
180048	3	 	 	 	 	21	17	1
180048	4	 	 	 	 	 	 	 
180048	5	 	 	 	 	0	 	 
180049	1	1.5	4	5	5	400	4	2
180049	2	0	 	 	 	0	 	 
180049	3	0	 	 	 	0	 	 
180049	4	0	 	 	 	 	 	 
180049	5	.5	4	6	5	0	 	 
180050	1	1	2	5	5	1	2	3
180050	2	0	 	 	 	0	 	 
180050	3	0	 	 	 	0	 	 
180050	4	2	4	5	5	 	 	 
180050	5	0	 	 	 	0	 	 
180051	1	3	4	5	5	1	4	2
180051	2	0	 	 	 	0	 	 
180051	3	0	 	 	 	0	 	 
180051	4	1	4	5	5	 	 	 
180051	5	0	 	 	 	0	 	 
180052	1	2.25	4	5	5	400	17	3
180052	2	0	 	 	 	0	 	 
180052	3	0	 	 	 	0	 	 
180052	4	.25	4	5	5	 	 	 
180052	5	0	 	 	 	0	 	 
180053	1	2	4	5	1	600	17	3
180053	2	0	 	 	 	0	 	 
180053	3	0	 	 	 	0	 	 
180053	4	0	 	 	 	 	 	 
180053	5	0	 	 	 	0	 	 
180054	1	1	4	11	1	400	17	3
180054	2	0	 	 	 	0	 	 
180054	3	0	 	 	 	0	 	 
180054	4	0	 	 	 	 	 	 
180054	5	0	 	 	 	0	 	 
180055	1	3	4	5	5	500	17	3
180055	2	0	 	 	 	0	 	 
180055	3	0	 	 	 	0	 	 
180055	4	0	 	 	 	 	 	 
180055	5	0	 	 	 	0	 	 
180056	1	3	4	5	1	550	17	3
180056	2	0	 	 	 	0	 	 
180056	3	0	 	 	 	0	 	 
180056	4	0	 	 	 	 	 	 
180056	5	0	 	 	 	0	 	 
180057	1	2.25	4	5	5	900	17	3
180057	2	0	 	 	 	0	 	 
180057	3	0	 	 	 	0	 	 
180057	4	2	4	5	5	 	 	 
180057	5	0	 	 	 	0	 	 
180058	1	4	4	5	5	1200	17	3
180058	2	0	 	 	 	0	 	 
180058	3	0	 	 	 	0	 	 
180058	4	0	 	 	 	 	 	 
180058	5	0	 	 	 	0	 	 
180059	1	2	4	5	5	400	17	3
180059	2	0	 	 	 	0	 	 
180059	3	0	 	 	 	0	 	 
180059	4	0	 	 	 	 	 	 
180059	5	0	 	 	 	0	 	 
180060	1	5	4	5	5	3	4	3
180060	2	0	 	 	 	0	 	 
180060	3	0	 	 	 	0	 	 
180060	4	0	 	 	 	 	 	 
180060	5	0	 	 	 	0	 	 
180061	1	1	4	5	5	450	17	3
180061	2	0	 	 	 	0	 	 
180061	3	0	 	 	 	0	 	 
180061	4	0	 	 	 	 	 	 
180061	5	0	 	 	 	0	 	 
180062	1	2	4	5	5	500	17	3
180062	2	0	 	 	 	0	 	 
180062	3	0	 	 	 	0	 	 
180062	4	0	 	 	 	 	 	 
180062	5	0	 	 	 	0	 	 
180063	1	0	 	 	 	1	4	3
180063	2	0	 	 	 	0	 	 
180063	3	0	 	 	 	0	 	 
180063	4	3	4	5	5	 	 	 
180063	5	0	 	 	 	0	 	 
180064	1	4.25	4	5	5	400	17	3
180064	2	0	 	 	 	0	 	 
180064	3	0	 	 	 	0	 	 
180064	4	1	4	5	5	 	 	 
180064	5	0	 	 	 	0	 	 
180065	1	3.5	4	6	5	500	17	2
180065	2	0	 	 	 	0	 	 
180065	3	0	 	 	 	0	 	 
180065	4	0	 	 	 	 	 	 
180065	5	0	 	 	 	0	 	 
180066	1	1.5	4	5	5	400	17	3
180066	2	0	 	 	 	0	 	 
180066	3	0	 	 	 	0	 	 
180066	4	0	 	 	 	 	 	 
180066	5	0	 	 	 	0	 	 
180067	1	3	4	5	5	1000	17	3
180067	2	0	 	 	 	0	 	 
180067	3	0	 	 	 	0	 	 
180067	4	0	 	 	 	 	 	 
180067	5	500	17	6	5	0	 	 
180068	1	3.5	4	5	5	2500	17	3
180068	2	0	 	 	 	0	 	 
180068	3	0	 	 	 	0	 	 
180068	4	1	4	5	5	 	 	 
180068	5	0	 	 	 	0	 	 
180069	1	1	4	5	5	400	17	3
180069	2	0	 	 	 	0	 	 
180069	3	0	 	 	 	0	 	 
180069	4	1	4	5	5	 	 	 
180069	5	0	 	 	 	0	 	 
180070	1	 	 	 	 	175	17	1
180070	2	 	 	 	 	0	 	 
180070	3	 	 	 	 	0	 	 
180070	4	 	 	 	 	 	 	 
180070	5	 	 	 	 	0	 	 
180071	1	3	4	5	5	1	4	3
180071	2	0	 	 	 	0	 	 
180071	3	0	 	 	 	0	 	 
180071	4	0	 	 	 	 	 	 
180071	5	0	 	 	 	0	 	 
180072	1	2	4	5	5	400	17	3
180072	2	0	 	 	 	0	 	 
180072	3	0	 	 	 	30	17	2
180072	4	2	4	5	5	 	 	 
180072	5	0	 	 	 	0	 	 
180073	1	4	4	5	5	600	17	2
180073	2	0	 	 	 	0	 	 
180073	3	0	 	 	 	0	 	 
180073	4	0	 	 	 	 	 	 
180073	5	0	 	 	 	0	 	 
180074	1	 	 	 	 	276	17	1
180074	2	 	 	 	 	0	 	 
180074	3	 	 	 	 	0	 	 
180074	4	 	 	 	 	 	 	 
180074	5	 	 	 	 	0	 	 
180075	1	5.5	4	5	5	500	17	3
180075	2	0	 	 	 	0	 	 
180075	3	0	 	 	 	0	 	 
180075	4	0	 	 	 	 	 	 
180075	5	0	 	 	 	0	 	 
180076	1	.5	4	5	5	900	17	3
180076	2	0	 	 	 	0	 	 
180076	3	0	 	 	 	0	 	 
180076	4	2	4	5	5	 	 	 
180076	5	0	 	 	 	0	 	 
180077	1	2.29999995231628	4	5	5	450	17	3
180077	2	0	 	 	 	0	 	 
180077	3	0	 	 	 	0	 	 
180077	4	0	 	 	 	 	 	 
180077	5	0	 	 	 	0	 	 
180079	1	50	17	13	5	0	 	 
180079	2	0	 	 	 	30	17	1
180079	3	0	 	 	 	0	 	 
180079	4	1.5	4	5	5	 	 	 
180079	5	0	 	 	 	0	 	 
180080	1	1	4	5	5	400	17	3
180080	2	0	 	 	 	0	 	 
180080	3	0	 	 	 	0	 	 
180080	4	0	 	 	 	 	 	 
180080	5	0	 	 	 	0	 	 
180081	1	1	4	5	5	500	17	3
180081	2	0	 	 	 	0	 	 
180081	3	0	 	 	 	0	 	 
180081	4	0	 	 	 	 	 	 
180081	5	0	 	 	 	0	 	 
180082	1	3.25	4	5	1	400	17	3
180082	2	0	 	 	 	0	 	 
180082	3	0	 	 	 	25	17	1
180082	4	0	 	 	 	 	 	 
180082	5	0	 	 	 	0	 	 
180083	1	3	4	5	5	600	17	3
180083	2	0	 	 	 	0	 	 
180083	3	0	 	 	 	0	 	 
180083	4	0	 	 	 	 	 	 
180083	5	0	 	 	 	0	 	 
180084	1	2	4	5	5	200	17	1
180084	2	0	 	 	 	0	 	 
180084	3	0	 	 	 	0	 	 
180084	4	1	4	5	5	 	 	 
180084	5	0	 	 	 	0	 	 
180085	1	2	4	5	5	900	17	3
180085	2	0	 	 	 	0	 	 
180085	3	0	 	 	 	0	 	 
180085	4	0	 	 	 	 	 	 
180085	5	0	 	 	 	0	 	 
180086	1	.25	4	5	5	400	17	3
180086	2	0	 	 	 	0	 	 
180086	3	0	 	 	 	0	 	 
180086	4	1	4	5	5	 	 	 
180086	5	0	 	 	 	0	 	 
180087	1	4	4	5	5	500	17	3
180087	2	0	 	 	 	0	 	 
180087	3	0	 	 	 	0	 	 
180087	4	0	 	 	 	 	 	 
180087	5	0	 	 	 	0	 	 
180088	1	3.5	4	5	5	625	17	3
180088	2	0	 	 	 	0	 	 
180088	3	0	 	 	 	0	 	 
180088	4	0	 	 	 	 	 	 
180088	5	0	 	 	 	0	 	 
180089	1	3	4	5	5	400	17	3
180089	2	0	 	 	 	0	 	 
180089	3	0	 	 	 	0	 	 
180089	4	3	4	5	5	 	 	 
180089	5	0	 	 	 	0	 	 
180090	1	1.5	4	5	5	650	17	3
180090	2	0	 	 	 	0	 	 
180090	3	0	 	 	 	0	 	 
180090	4	0	 	 	 	 	 	 
180090	5	0	 	 	 	0	 	 
180091	1	2.5	4	5	1	500	17	3
180091	2	0	 	 	 	0	 	 
180091	3	0	 	 	 	0	 	 
180091	4	2	4	5	2	 	 	 
180091	5	0	 	 	 	0	 	 
180092	1	3.13000011444092	4	5	1	900	17	3
180092	2	0	 	 	 	0	 	 
180092	3	0	 	 	 	12	17	1
180092	4	0	 	 	 	 	 	 
180092	5	0	 	 	 	0	 	 
180093	1	1.25	4	5	5	400	17	3
180093	2	0	 	 	 	0	 	 
180093	3	0	 	 	 	0	 	 
180093	4	0	 	 	 	 	 	 
180093	5	0	 	 	 	0	 	 
180094	1	4.5	4	5	1	500	17	3
180094	2	0	 	 	 	0	 	 
180094	3	0	 	 	 	0	 	 
180094	4	.5	4	5	4	 	 	 
180094	5	0	 	 	 	0	 	 
180095	1	3	4	5	5	500	17	3
180095	2	0	 	 	 	0	 	 
180095	3	0	 	 	 	0	 	 
180095	4	0	 	 	 	 	 	 
180095	5	0	 	 	 	0	 	 
180096	1	4	4	5	1	400	17	1
180096	2	0	 	 	 	0	 	 
180096	3	0	 	 	 	0	 	 
180096	4	2	4	5	5	 	 	 
180096	5	0	 	 	 	0	 	 
180100	1	2	4	5	5	0	 	 
180100	2	0	 	 	 	0	 	 
180100	3	0	 	 	 	20	17	2
180100	4	0	 	 	 	 	 	 
180100	5	0	 	 	 	0	 	 
190001	1	1	4	5	5	125	17	1
190001	2	0	 	 	 	0	 	 
190001	3	0	 	 	 	0	 	 
190001	4	0	 	 	 	 	 	 
190001	5	0	 	 	 	0	 	 
190002	1	 	 	 	 	0	 	 
190002	2	 	 	 	 	0	 	 
190002	3	 	 	 	 	250	17	1
190002	4	 	 	 	 	 	 	 
190002	5	 	 	 	 	0	 	 
190003	1	 	 	 	 	0	 	 
190003	2	 	 	 	 	0	 	 
190003	3	 	 	 	 	50	17	3
190003	4	 	 	 	 	 	 	 
190003	5	 	 	 	 	0	 	 
190004	1	2	4	10	5	75	17	2
190004	2	0	 	 	 	0	 	 
190004	3	0	 	 	 	0	 	 
190004	4	0	 	 	 	 	 	 
190004	5	0	 	 	 	0	 	 
190005	1	 	 	 	 	250	17	1
190005	2	 	 	 	 	0	 	 
190005	3	 	 	 	 	0	 	 
190005	4	 	 	 	 	 	 	 
190005	5	 	 	 	 	0	 	 
190006	1	2	4	5	5	0	 	 
190006	2	0	 	 	 	0	 	 
190006	3	0	 	 	 	65	17	4
190006	4	0	 	 	 	 	 	 
190006	5	0	 	 	 	0	 	 
190007	1	 	 	 	 	0	 	 
190007	2	 	 	 	 	0	 	 
190007	3	 	 	 	 	40	17	1
190007	4	 	 	 	 	 	 	 
190007	5	 	 	 	 	0	 	 
190008	1	 	 	 	 	0	 	 
190008	2	 	 	 	 	0	 	 
190008	3	 	 	 	 	400	17	1
190008	4	 	 	 	 	 	 	 
190008	5	 	 	 	 	0	 	 
190009	1	1.5	4	10	5	150	17	1
190009	2	0	 	 	 	0	 	 
190009	3	0	 	 	 	0	 	 
190009	4	0	 	 	 	 	 	 
190009	5	0	 	 	 	0	 	 
190010	1	 	 	 	 	300	17	2
190010	2	 	 	 	 	0	 	 
190010	3	 	 	 	 	0	 	 
190010	4	 	 	 	 	 	 	 
190010	5	 	 	 	 	0	 	 
190011	1	1	4	10	5	0	 	 
190011	2	0	 	 	 	0	 	 
190011	3	0	 	 	 	9	17	1
190011	4	0	 	 	 	 	 	 
190011	5	1.5	4	6	5	0	 	 
190012	1	1	4	10	5	0	 	 
190012	2	0	 	 	 	0	 	 
190012	3	0	 	 	 	30	17	1
190012	4	0	 	 	 	 	 	 
190012	5	0	 	 	 	0	 	 
190014	1	 	 	 	 	108	17	1
190014	2	 	 	 	 	0	 	 
190014	3	 	 	 	 	0	 	 
190014	4	 	 	 	 	 	 	 
190014	5	 	 	 	 	0	 	 
190015	1	2	4	10	5	300	17	1
190015	2	0	 	 	 	0	 	 
190015	3	0	 	 	 	0	 	 
190015	4	0	 	 	 	 	 	 
190015	5	0	 	 	 	0	 	 
190016	1	 	 	 	 	250	17	1
190016	2	 	 	 	 	0	 	 
190016	3	 	 	 	 	0	 	 
190016	4	 	 	 	 	 	 	 
190016	5	 	 	 	 	0	 	 
190017	1	1	4	5	5	450	17	1
190017	2	0	 	 	 	0	 	 
190017	3	0	 	 	 	0	 	 
190017	4	0	 	 	 	 	 	 
190017	5	0	 	 	 	0	 	 
190018	1	2	4	10	5	240	17	1
190018	2	0	 	 	 	0	 	 
190018	3	0	 	 	 	0	 	 
190018	4	0	 	 	 	 	 	 
190018	5	0	 	 	 	0	 	 
190019	1	 	 	 	 	250	17	1
190019	2	 	 	 	 	0	 	 
190019	3	 	 	 	 	0	 	 
190019	4	 	 	 	 	 	 	 
190019	5	 	 	 	 	0	 	 
190020	1	1	4	10	5	0	 	 
190020	2	0	 	 	 	20	17	1
190020	3	0	 	 	 	0	 	 
190020	4	0	 	 	 	 	 	 
190020	5	0	 	 	 	0	 	 
190021	1	 	 	 	 	140	17	4
190021	2	 	 	 	 	0	 	 
190021	3	 	 	 	 	0	 	 
190021	4	 	 	 	 	 	 	 
190021	5	 	 	 	 	0	 	 
190022	1	1	4	5	5	250	17	1
190022	2	0	 	 	 	0	 	 
190022	3	0	 	 	 	0	 	 
190022	4	0	 	 	 	 	 	 
190022	5	0	 	 	 	0	 	 
190024	1	 	 	 	 	400	17	2
190024	2	 	 	 	 	0	 	 
190024	3	 	 	 	 	0	 	 
190024	4	 	 	 	 	 	 	 
190024	5	 	 	 	 	0	 	 
190025	1	2	4	10	5	250	17	1
190025	2	0	 	 	 	0	 	 
190025	3	0	 	 	 	0	 	 
190025	4	0	 	 	 	 	 	 
190025	5	0	 	 	 	0	 	 
190026	1	2	4	5	5	625	17	3
190026	2	0	 	 	 	0	 	 
190026	3	0	 	 	 	0	 	 
190026	4	0	 	 	 	 	 	 
190026	5	1	4	6	5	0	 	 
190028	1	 	 	 	 	287	17	1
190028	2	 	 	 	 	0	 	 
190028	3	 	 	 	 	0	 	 
190028	4	 	 	 	 	 	 	 
190028	5	 	 	 	 	0	 	 
190029	1	2	4	10	5	250	17	1
190029	2	0	 	 	 	0	 	 
190029	3	0	 	 	 	0	 	 
190029	4	0	 	 	 	 	 	 
190029	5	0	 	 	 	0	 	 
190031	1	 	 	 	 	270	17	1
190031	2	 	 	 	 	0	 	 
190031	3	 	 	 	 	0	 	 
190031	4	 	 	 	 	 	 	 
190031	5	 	 	 	 	0	 	 
190032	1	 	 	 	 	0	 	 
190032	2	 	 	 	 	0	 	 
190032	3	 	 	 	 	100	17	1
190032	4	 	 	 	 	 	 	 
190032	5	 	 	 	 	0	 	 
190033	1	1	4	10	5	40	17	1
190033	2	0	 	 	 	0	 	 
190033	3	0	 	 	 	0	 	 
190033	4	0	 	 	 	 	 	 
190033	5	1	4	6	5	0	 	 
190034	1	3	4	10	5	175	17	1
190034	2	0	 	 	 	0	 	 
190034	3	0	 	 	 	0	 	 
190034	4	0	 	 	 	 	 	 
190034	5	0	 	 	 	0	 	 
190035	1	 	 	 	 	192	17	1
190035	2	 	 	 	 	0	 	 
190035	3	 	 	 	 	0	 	 
190035	4	 	 	 	 	 	 	 
190035	5	 	 	 	 	0	 	 
190036	1	 	 	 	 	125	17	1
190036	2	 	 	 	 	0	 	 
190036	3	 	 	 	 	0	 	 
190036	4	 	 	 	 	 	 	 
190036	5	 	 	 	 	0	 	 
190037	1	 	 	 	 	0	 	 
190037	2	 	 	 	 	0	 	 
190037	3	 	 	 	 	36	17	1
190037	4	 	 	 	 	 	 	 
190037	5	 	 	 	 	0	 	 
190038	1	1	4	5	5	150	17	1
190038	2	0	 	 	 	0	 	 
190038	3	0	 	 	 	0	 	 
190038	4	0	 	 	 	 	 	 
190038	5	0	 	 	 	0	 	 
190039	1	6	7	5	1	1400	17	1
190039	2	2	7	5	5	0	 	 
190039	3	2	7	5	5	0	 	 
190039	4	0	 	 	 	 	 	 
190039	5	0	 	 	 	200	2	20
190040	1	 	 	 	 	0	 	 
190040	2	 	 	 	 	0	 	 
190040	3	 	 	 	 	6	17	1
190040	4	 	 	 	 	 	 	 
190040	5	 	 	 	 	0	 	 
190041	1	 	 	 	 	0	 	 
190041	2	 	 	 	 	0	 	 
190041	3	 	 	 	 	25	17	1
190041	4	 	 	 	 	 	 	 
190041	5	 	 	 	 	0	 	 
190042	1	 	 	 	 	0	 	 
190042	2	 	 	 	 	0	 	 
190042	3	 	 	 	 	16	17	1
190042	4	 	 	 	 	 	 	 
190042	5	 	 	 	 	0	 	 
190043	1	 	 	 	 	36	17	1
190043	2	 	 	 	 	0	 	 
190043	3	 	 	 	 	0	 	 
190043	4	 	 	 	 	 	 	 
190043	5	 	 	 	 	0	 	 
190044	1	4	4	10	5	270	17	1
190044	2	0	 	 	 	0	 	 
190044	3	0	 	 	 	0	 	 
190044	4	0	 	 	 	 	 	 
190044	5	0	 	 	 	0	 	 
190046	1	.75	4	10	5	175	17	1
190046	2	0	 	 	 	0	 	 
190046	3	0	 	 	 	0	 	 
190046	4	0	 	 	 	 	 	 
190046	5	0	 	 	 	0	 	 
190047	1	1	4	10	5	300	17	2
190047	2	0	 	 	 	0	 	 
190047	3	0	 	 	 	0	 	 
190047	4	0	 	 	 	 	 	 
190047	5	0	 	 	 	0	 	 
190048	1	 	 	 	 	0	 	 
190048	2	 	 	 	 	0	 	 
190048	3	 	 	 	 	55	17	1
190048	4	 	 	 	 	 	 	 
190048	5	 	 	 	 	0	 	 
190049	1	.5	4	10	5	0	 	 
190049	2	0	 	 	 	0	 	 
190049	3	0	 	 	 	35	17	4
190049	4	0	 	 	 	 	 	 
190049	5	0	 	 	 	0	 	 
190050	1	 	 	 	 	400	17	4
190050	2	 	 	 	 	0	 	 
190050	3	 	 	 	 	0	 	 
190050	4	 	 	 	 	 	 	 
190050	5	 	 	 	 	0	 	 
190051	1	1	4	5	5	72	17	2
190051	2	0	 	 	 	0	 	 
190051	3	0	 	 	 	0	 	 
190051	4	0	 	 	 	 	 	 
190051	5	0	 	 	 	0	 	 
190052	1	 	 	 	 	0	 	 
190052	2	 	 	 	 	0	 	 
190052	3	 	 	 	 	30	17	1
190052	4	 	 	 	 	 	 	 
190052	5	 	 	 	 	0	 	 
190053	1	 	 	 	 	200	17	3
190053	2	 	 	 	 	0	 	 
190053	3	 	 	 	 	0	 	 
190053	4	 	 	 	 	 	 	 
190053	5	 	 	 	 	0	 	 
190054	1	 	 	 	 	0	 	 
190054	2	 	 	 	 	175	17	1
190054	3	 	 	 	 	0	 	 
190054	4	 	 	 	 	 	 	 
190054	5	 	 	 	 	0	 	 
190055	1	 	 	 	 	36	17	1
190055	2	 	 	 	 	0	 	 
190055	3	 	 	 	 	0	 	 
190055	4	 	 	 	 	 	 	 
190055	5	 	 	 	 	0	 	 
190056	1	1.5	4	5	5	2000	17	3
190056	2	0	 	 	 	0	 	 
190056	3	0	 	 	 	0	 	 
190056	4	2	4	5	5	 	 	 
190056	5	150	17	6	5	0	 	 
190057	1	2	4	10	5	250	17	4
190057	2	0	 	 	 	0	 	 
190057	3	0	 	 	 	0	 	 
190057	4	0	 	 	 	 	 	 
190057	5	0	 	 	 	0	 	 
190058	1	 	 	 	 	0	 	 
190058	2	 	 	 	 	0	 	 
190058	3	 	 	 	 	20	17	1
